file_name,title,description,rows,columns,processed_path,diagnostics_path,table_path,created_at
epsilon_dominance_relations.csv,Epsilon dominance relations,Country-level epsilon-tolerance dominance relations for each shock and epsilon value.,1828,5,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_dominance_relations.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_dominance_relations.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_dominance_relations.csv,2026-06-24 19:28:03
epsilon_country_summary.csv,Epsilon country summary,Country-level domination/frontier summaries for each epsilon value.,300,8,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_country_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_country_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_country_summary.csv,2026-06-24 19:28:03
epsilon_cycle_diagnostics.csv,Epsilon cycle diagnostics,Reciprocal dominance pairs generated by epsilon-tolerance rule.,54,6,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_cycle_diagnostics.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_cycle_diagnostics.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_cycle_diagnostics.csv,2026-06-24 19:28:03
epsilon_validity_diagnostics.csv,Epsilon validity diagnostics,Validity checks for epsilon-tolerance relations as partial orders.,10,15,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_validity_diagnostics.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_validity_diagnostics.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_validity_diagnostics.csv,2026-06-24 19:28:03
epsilon_run_summary.csv,Epsilon run summary,Run-level summary of country-level epsilon sensitivity.,10,10,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_run_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_run_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_run_summary.csv,2026-06-24 19:28:03
epsilon_frontier_stability_summary.csv,Epsilon frontier stability summary,Frontier stability compared with epsilon = 0.00 baseline.,10,10,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\epsilon_frontier_stability_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\epsilon_frontier_stability_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\epsilon_frontier_stability_summary.csv,2026-06-24 19:28:03
working_main_epsilon_run_summary.csv,Working main epsilon run summary,Diagnostic reference epsilon summary. Not the main profile POSet result.,2,11,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\working_main_epsilon_run_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\working_main_epsilon_run_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\working_main_epsilon_run_summary.csv,2026-06-24 19:28:03
working_main_epsilon_frontier_stability_summary.csv,Working main epsilon frontier stability summary,Frontier stability at diagnostic reference epsilon. Not the main profile POSet result.,2,11,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\working_main_epsilon_frontier_stability_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\working_main_epsilon_frontier_stability_summary.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\working_main_epsilon_frontier_stability_summary.csv,2026-06-24 19:28:03
report_ready_epsilon_sensitivity_notes.csv,Report-ready epsilon sensitivity notes,"Report-ready notes describing epsilon grid, rule, validity checks, and interpretation.",5,2,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\report_ready_epsilon_sensitivity_notes.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\report_ready_epsilon_sensitivity_notes.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\report_ready_epsilon_sensitivity_notes.csv,2026-06-24 19:28:03
methodological_decision_updates_epsilon_sensitivity.csv,Methodological decision updates epsilon sensitivity,Decision-log entries for country-level epsilon sensitivity.,3,4,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Processed\Epsilon_Sensitivity_Country_Level\methodological_decision_updates_epsilon_sensitivity.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Data\Diagnostics\09_Epsilon_Sensitivity_Country_Level\methodological_decision_updates_epsilon_sensitivity.csv,D:\Milano Bicocca\Course Materials\1st Year\02 - Data Science Lab - 2526-1-FDS02Q003\03 Projects\Index\Notebooks\Run_24\Outputs\Tables\Epsilon_Sensitivity_Country_Level\methodological_decision_updates_epsilon_sensitivity.csv,2026-06-24 19:28:03
